,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
2744,2745,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,71.0,71.0,1355.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,0.0,0.0,0.0,Married,12TH,26,M,36000,186,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,686,P2
2745,2746,20,16,4,1,1,0.05,0.05,0.2,0.8,3,1,0.15,0.05,0,1,0,0,17,0,0,19,1,2,68.0,5.0,48.0,35.0,23.0,5,113.0,76,0,0,0,,,4,3,43,12,27,0,0,0,0,0,0,0,0,0,52,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,Married,SSC,52,M,38000,386,0.2,0.333,0.728,,0,,0,0.0,0.0,0.0,0.0,1.316,1,0,ConsumerLoan,others,686,P2
2746,2747,4,2,2,0,0,0.0,0.0,0.5,0.5,1,1,0.25,0.25,2,0,0,0,1,0,0,4,0,3,19.0,10.0,358.0,,,0,,0,0,0,0,,0.0,0,0,17,4,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,46,M,1,301,0.5,0.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,686,P2
2747,2748,4,2,2,2,1,0.5,0.25,0.5,0.5,2,2,0.5,0.5,0,1,0,3,0,0,0,1,3,0,36.0,5.0,76.0,18.0,17.0,2,29.0,3,0,0,0,0.0,0.0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,1.0,1.0,1.0,0.0,1.0,120.0,2.0,1.0,0.0,Married,GRADUATE,44,M,10000,78,0.5,1.0,0.735,,0,,0,0.0,1.0,0.0,1.0,4.099,0,0,CC,others,661,P3
2748,2749,6,2,4,0,0,0.0,0.0,0.667,0.333,1,0,0.167,0.0,0,0,1,1,1,0,1,3,3,2,103.0,12.0,37.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,207.0,2.0,0.0,0.0,Married,GRADUATE,36,M,25000,130,0.667,0.0,0.538,1.0,1,0.582,1,0.0,0.0,0.0,0.0,11.214,1,0,PL,ConsumerLoan,700,P2
2749,2750,7,1,6,0,0,0.0,0.0,0.857,0.143,2,0,0.286,0.0,0,1,3,0,0,1,0,3,4,2,18.0,10.0,66.0,15.0,2.0,19,93.0,30,6,15,9,33.0,93.0,7,6,14,5,14,0,0,0,0,0,0,0,0,0,3,17.0,6.0,2.0,2.0,2.0,0.0,0.0,11.0,2.0,2.0,2.0,Single,GRADUATE,28,M,25000,42,0.857,0.0,0.919,0.805,1,,0,0.0,1.0,0.0,0.333,22.992,0,1,CC,CC,662,P3
2750,2751,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,1,2,0,0,0,0,0,2,1,1,36.0,10.0,51.0,19.0,2.0,7,40.0,10,4,6,2,40.0,40.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,1.0,0.0,0.0,Single,12TH,24,M,28000,84,1.0,0.0,0.466,,0,,0,0.0,0.0,0.0,0.0,2.643,0,0,others,others,688,P2
2751,2752,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,73.0,,,0,,0,0,0,0,,,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,Married,GRADUATE,33,M,30000,154,1.0,0.0,0.865,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,674,P2
2752,2753,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,80.0,75.0,983.0,,,0,,0,0,0,0,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,5.0,5.0,Married,GRADUATE,34,M,20000,89,0.0,0.0,0.0,,0,,1,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,PL,649,P4
2753,2754,5,4,1,1,2,0.2,0.4,0.2,0.8,1,2,0.2,0.4,0,3,0,2,0,0,0,3,2,0,81.0,6.0,79.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,Married,GRADUATE,34,M,90000,199,0.2,1.0,0.9,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,AL,691,P2
2754,2755,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,36.0,36.0,,,,0,,0,0,0,0,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,1.0,1.0,Married,12TH,33,M,23000,77,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,667,P3
2755,2756,7,3,4,0,0,0.0,0.0,0.571,0.429,0,0,0.0,0.0,0,0,0,3,0,4,0,4,3,0,141.0,15.0,50.0,35.0,11.0,4,89.0,59,0,1,1,,59.0,3,1,86,16,39,0,0,0,0,0,0,0,0,0,59,11.0,2.0,0.0,0.0,3.0,1.0,1.0,26.0,2.0,2.0,2.0,Married,12TH,51,M,25000,301,0.571,0.0,0.877,,0,,0,1.0,0.0,0.333,0.0,,0,1,HL,HL,707,P1
2756,2757,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,1,2,0,0,0,0,0,2,0,0,70.0,7.0,1447.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,2.0,0.0,0.0,Single,UNDER GRADUATE,27,M,22000,63,0.5,0.0,1.008,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,687,P2
2757,2758,5,1,4,1,0,0.2,0.0,0.8,0.2,3,0,0.6,0.0,0,1,2,1,0,0,1,1,4,0,22.0,2.0,38.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,7.0,0.0,2.0,4.0,1.0,1.0,3.0,6.0,2.0,2.0,Married,GRADUATE,24,M,22000,50,0.8,0.333,0.711,0.543,1,0.795,1,1.0,0.0,0.25,0.0,11.323,0,0,ConsumerLoan,CC,657,P4
2758,2759,10,5,5,2,0,0.2,0.0,0.5,0.5,3,0,0.3,0.0,2,0,0,4,5,0,0,6,4,1,44.0,3.0,73.0,35.0,4.0,3,25.0,24,1,2,1,24.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13.0,0.0,0.0,0.0,3.0,2.0,3.0,33.0,9.0,5.0,2.0,Single,GRADUATE,25,M,15000,42,0.5,0.667,0.972,,0,,0,0.667,0.0,0.667,0.0,5.819,1,0,PL,ConsumerLoan,672,P2
2759,2760,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,49.0,49.0,967.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,12TH,26,M,21000,49,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,677,P2
2760,2761,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,2,0,0,0,0,0,2,0,0,32.0,10.0,110.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,Married,12TH,39,M,30000,185,0.5,0.0,0.706,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,666,P3
2761,2762,8,6,2,0,0,0.0,0.0,0.25,0.75,0,1,0.0,0.125,1,0,0,0,2,0,0,8,0,6,63.0,15.0,107.0,3.0,3.0,1,1.0,1,1,1,0,1.0,1.0,0,0,32,5,14,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,Married,SSC,45,F,19000,293,0.25,0.0,0.948,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,696,P2
2762,2763,8,2,6,2,0,0.25,0.0,0.75,0.25,4,0,0.5,0.0,0,5,1,2,0,0,0,5,3,0,63.0,4.0,30.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1.0,0.0,0.0,6.0,0.0,6.0,114.0,14.0,4.0,0.0,Married,GRADUATE,34,M,25000,126,0.75,0.5,0.812,0.943,1,,0,0.0,0.0,0.0,0.0,4.483,0,0,others,others,699,P2
2763,2764,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1.0,1.0,,,,0,,0,0,0,0,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,12TH,33,M,17000,146,1.0,1.0,1.001,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,687,P2
2764,2765,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,1,0,0,1,2,0,0,2,1,0,66.0,12.0,107.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,Married,GRADUATE,42,M,32000,50,0.667,0.0,0.751,,0,,0,0.0,0.0,0.0,0.0,0.5,1,0,ConsumerLoan,CC,695,P2
2765,2766,4,4,0,0,2,0.0,0.5,0.0,1.0,0,4,0.0,1.0,0,1,0,0,0,0,1,3,1,2,34.0,16.0,121.0,,,0,,0,0,0,0,0.0,0.0,0,0,41,3,15,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,Married,GRADUATE,30,F,20000,60,0.0,0.0,0.0,,0,,1,0.0,0.0,0.0,0.0,,0,0,others,others,697,P2
2766,2767,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,37.0,37.0,78.0,18.0,6.0,2,26.0,26,0,1,1,0.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,Single,12TH,25,M,55000,53,1.0,0.0,0.466,,0,,0,0.0,0.0,0.0,0.0,,0,1,others,others,664,P3
2767,2768,6,4,2,2,0,0.333,0.0,0.333,0.667,2,0,0.333,0.0,1,0,0,0,4,0,0,5,1,2,41.0,4.0,49.0,33.0,31.0,3,63.0,2,0,0,0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,1.0,0.0,Married,GRADUATE,39,M,45000,116,0.333,1.0,0.915,,0,,0,0.0,0.0,0.0,0.0,0.444,1,0,others,others,654,P4
2768,2769,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,1,0,0,0,1,0,3,1,146.0,22.0,83.0,19.0,7.0,8,83.0,22,0,3,3,0.0,83.0,6,5,23,4,6,0,0,0,0,0,0,0,0,0,22,2.0,1.0,0.0,0.0,1.0,0.0,0.0,652.0,0.0,0.0,0.0,Married,GRADUATE,40,M,45000,167,0.667,0.0,0.852,,1,0.748,1,0.0,0.0,0.0,0.0,14.444,0,0,PL,CC,697,P2
2769,2770,6,2,4,4,0,0.667,0.0,0.667,0.333,4,0,0.667,0.0,1,2,0,2,0,0,0,4,2,2,78.0,2.0,44.0,31.0,4.0,6,60.0,60,2,3,1,11.0,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,2.0,1.0,Married,SSC,35,M,38000,54,0.667,1.0,0.95,,0,,0,0.0,0.0,0.0,0.0,1.026,0,0,ConsumerLoan,others,690,P2
2770,2771,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9.0,9.0,101.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,274.0,1.0,0.0,0.0,Married,OTHERS,45,M,19500,121,1.0,0.0,0.25,,0,,0,0.0,0.0,0.0,0.0,1.795,0,0,PL,PL,688,P2
2771,2772,17,14,3,0,0,0.0,0.0,0.176,0.824,3,0,0.176,0.0,0,0,0,0,0,0,0,16,1,17,132.0,7.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,10,5,7,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,0.0,0.0,Married,SSC,33,F,20000,188,0.176,0.0,1.002,,0,,0,0.0,0.0,0.0,0.0,30.0,0,0,others,others,724,P1
2772,2773,8,7,1,0,1,0.0,0.125,0.125,0.875,1,2,0.125,0.25,0,1,0,0,3,0,0,8,0,4,56.0,7.0,55.0,16.0,16.0,1,59.0,59,0,0,0,0.0,0.0,1,0,35,2,9,0,0,0,0,0,0,0,0,0,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1.0,0.0,0.0,Married,UNDER GRADUATE,31,M,23000,130,0.125,0.0,0.952,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,692,P2
2773,2774,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,54.0,54.0,96.0,,,0,,0,0,0,0,,0.0,0,0,22,3,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,Married,12TH,42,F,11500,122,1.0,0.0,0.945,,0,,0,0.0,0.0,0.0,0.0,0.435,0,0,ConsumerLoan,ConsumerLoan,690,P2
2774,2775,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,105.0,105.0,2417.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.0,0.0,0.0,0.0,Married,SSC,37,M,13500,30,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,709,P1
2775,2776,9,4,5,1,1,0.111,0.111,0.556,0.444,2,1,0.222,0.111,2,2,0,0,2,0,1,7,2,4,109.0,3.0,24.0,34.0,18.0,13,390.0,390,0,0,0,0.0,0.0,13,12,72,18,42,0,0,0,0,0,0,0,0,0,59,6.0,0.0,0.0,0.0,2.0,1.0,1.0,156.0,2.0,1.0,0.0,Married,GRADUATE,32,M,50000,77,0.556,0.5,0.862,,0,0.783,1,1.0,0.0,0.5,0.0,10.0,1,0,PL,others,725,P1
2776,2777,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,2,2,0,0,0,0,0,2,1,1,45.0,1.0,1289.0,,,0,,0,0,0,0,,,0,0,36,6,12,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,Married,GRADUATE,48,F,57000,338,1.0,1.0,0.715,,0,,0,0.0,0.0,0.0,0.0,11.561,0,0,ConsumerLoan,AL,675,P2
2777,2778,8,2,6,3,1,0.375,0.125,0.75,0.25,7,1,0.875,0.125,2,0,4,1,0,1,1,1,7,1,102.0,2.0,36.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,11.0,4.0,9.0,4.0,4.0,4.0,6.0,17.0,8.0,5.0,Married,GRADUATE,29,M,40000,146,0.75,0.429,0.986,0.796,1,1.0,1,1.0,0.444,1.0,0.364,8.484,0,1,PL,ConsumerLoan,673,P2
2778,2779,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,196.0,10.0,78.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,1.0,0.0,0.0,Married,GRADUATE,41,M,56000,74,0.5,0.0,0.1,,0,,0,0.0,0.0,0.0,0.0,0.67,0,0,ConsumerLoan,ConsumerLoan,733,P1
2779,2780,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,2,0,0,0,0,0,2,0,0,18.0,9.0,40.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,3.0,2.0,1.0,Single,GRADUATE,22,M,30000,36,1.0,0.0,0.696,,0,,0,1.0,0.0,1.0,0.0,,0,0,PL,others,659,P3
2780,2781,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,2,0,0,0,0,0,2,0,0,45.0,21.0,181.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,Married,12TH,49,M,20000,369,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,700,P2
2781,2782,13,5,8,5,2,0.385,0.154,0.615,0.385,7,3,0.538,0.231,1,1,1,9,0,0,1,1,12,1,28.0,2.0,39.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,5.0,1.0,3.0,49.0,5.0,3.0,2.0,Single,GRADUATE,26,M,40000,151,0.615,0.714,0.465,0.0,1,0.643,1,0.333,0.0,0.2,0.0,4.489,0,0,others,ConsumerLoan,663,P3
2782,2783,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,24.0,24.0,548.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,GRADUATE,34,M,18000,69,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,ConsumerLoan,673,P2
2783,2784,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,135.0,135.0,2691.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,Married,12TH,41,M,15000,130,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,700,P2
2784,2785,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,0,0,0,0,0,0,0,2,2,29.0,6.0,113.0,,,0,,0,0,0,0,,,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,Married,12TH,36,M,11000,52,0.5,1.0,0.935,,0,,0,1.0,0.0,1.0,0.0,1.409,0,0,PL,others,670,P2
2785,2786,6,4,2,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,0,2,0,0,1,1,5,2,42.0,17.0,50.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,453.0,0.0,0.0,0.0,Married,12TH,32,M,75000,128,0.333,0.0,0.382,,0,0.136,1,0.0,0.0,0.0,0.0,1.067,0,0,CC,ConsumerLoan,678,P2
2786,2787,4,0,4,1,0,0.25,0.0,1.0,0.0,1,0,0.25,0.0,2,1,0,0,0,1,0,4,0,2,119.0,6.0,47.0,18.0,17.0,2,21.0,20,0,0,0,0.0,0.0,0,0,23,3,8,0,0,0,0,0,0,0,0,0,20,3.0,0.0,0.0,0.0,1.0,1.0,1.0,171.0,2.0,2.0,0.0,Married,GRADUATE,39,F,45000,89,1.0,1.0,0.816,,0,,0,1.0,0.0,1.0,0.0,,0,1,PL,HL,694,P2
2787,2788,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8.0,8.0,51.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,1.0,0.0,0.0,Married,12TH,27,M,12000,56,1.0,0.0,0.495,,0,,0,0.0,0.0,0.0,0.0,1.446,0,0,ConsumerLoan,ConsumerLoan,684,P2
2788,2789,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,2,1,0,1,1,0,0,4,1,2,52.0,9.0,124.0,35.0,25.0,11,637.0,330,0,0,0,0.0,0.0,11,11,6,0,0,0,0,0,0,0,0,0,0,0,330,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,1.0,1.0,Single,UNDER GRADUATE,25,M,18500,39,0.6,0.0,0.855,,0,,0,0.0,0.0,0.0,0.0,1.892,1,0,others,others,671,P2
2789,2790,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,103.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,8.0,5.0,7.0,9.0,9.0,9.0,21.0,24.0,20.0,12.0,Single,GRADUATE,24,M,55000,130,1.0,1.0,1.0,,0,1.0,1,1.0,0.714,1.0,0.625,0.091,0,0,others,CC,614,P4
2790,2791,3,2,1,0,0,0.0,0.0,0.333,0.667,1,1,0.333,0.333,0,0,0,2,0,0,1,0,3,0,20.0,10.0,41.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,294.0,1.0,0.0,0.0,Married,12TH,36,F,15000,60,0.333,0.0,0.385,,0,0.385,1,0.0,0.0,0.0,0.0,1.333,0,0,PL,others,678,P2
2791,2792,8,4,4,0,0,0.0,0.0,0.5,0.5,2,0,0.25,0.0,1,1,0,2,0,0,5,1,7,0,140.0,7.0,65.0,32.0,5.0,13,900.0,665,1,1,0,25.0,25.0,12,12,46,10,20,0,0,0,0,0,0,0,0,0,25,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,UNDER GRADUATE,44,F,35000,129,0.5,0.0,0.539,,0,0.616,1,0.0,0.0,0.0,0.0,4.406,0,0,ConsumerLoan,ConsumerLoan,707,P1
2792,2793,27,19,8,2,1,0.074,0.037,0.296,0.704,7,5,0.259,0.185,1,1,1,16,5,0,1,8,19,3,140.0,2.0,72.0,,,0,,0,0,0,0,0.0,0.0,0,0,11,5,10,0,0,0,0,0,0,0,0,0,0,9.0,2.0,1.0,1.0,3.0,0.0,2.0,19.0,3.0,1.0,1.0,Married,GRADUATE,47,F,12000,125,0.296,0.286,0.687,0.0,1,,1,0.0,1.0,0.0,0.5,11.861,1,0,CC,PL,716,P1
2793,2794,6,4,2,0,1,0.0,0.167,0.333,0.667,2,1,0.333,0.167,0,2,0,1,2,0,1,4,2,0,48.0,6.0,27.0,,,0,,0,0,0,0,0.0,0.0,0,0,17,5,11,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,2.0,2.0,Married,SSC,48,M,23000,64,0.333,0.0,1.063,,0,0.557,1,0.0,0.0,0.0,0.0,1.087,1,0,ConsumerLoan,ConsumerLoan,682,P2
2794,2795,4,0,4,4,0,1.0,0.0,1.0,0.0,4,0,1.0,0.0,1,0,0,2,0,0,1,0,4,1,6.0,2.0,71.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,6.0,6.0,6.0,60.0,8.0,7.0,4.0,Married,12TH,35,M,25000,42,1.0,1.0,0.904,,0,1.0,1,1.0,0.0,1.0,0.0,5.49,0,0,others,ConsumerLoan,659,P3
2795,2796,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,1,0,0,1,0,0,1,0,2,0,42.0,3.0,271.0,20.0,20.0,1,90.0,90,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,6.0,0.0,0.0,0.0,1.0,0.0,1.0,112.0,3.0,2.0,0.0,Married,GRADUATE,38,M,15000,105,0.5,1.0,0.8,,0,,1,0.0,0.0,0.0,0.0,1.533,0,0,others,HL,682,P2
2796,2797,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,0,3,0,0,3,0,0,10.0,2.0,68.0,,,0,,0,0,0,0,,,0,0,16,6,16,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,Married,SSC,40,M,16000,98,1.0,0.333,1.033,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,others,682,P2
2797,2798,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,1,0,0,1,0,2,0,60.0,12.0,83.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,Single,12TH,28,M,20000,110,0.5,0.0,0.278,,0,,1,0.0,0.0,0.0,0.0,2.89,0,0,others,CC,687,P2
